LMK_KEY,ADDRESS1,ADDRESS2,ADDRESS3,POSTCODE,BUILDING_REFERENCE_NUMBER,CURRENT_OPERATIONAL_RATING,YR1_OPERATIONAL_RATING,YR2_OPERATIONAL_RATING,OPERATIONAL_RATING_BAND,ELECTRIC_CO2,HEATING_CO2,RENEWABLES_CO2,PROPERTY_TYPE,INSPECTION_DATE,LOCAL_AUTHORITY,CONSTITUENCY,COUNTY,LODGEMENT_DATE,MAIN_BENCHMARK,MAIN_HEATING_FUEL,OTHER_FUEL,SPECIAL_ENERGY_USES,RENEWABLE_SOURCES,TOTAL_FLOOR_AREA,ANNUAL_THERMAL_FUEL_USAGE,TYPICAL_THERMAL_FUEL_USAGE,ANNUAL_ELECTRICAL_FUEL_USAGE,TYPICAL_ELECTRICAL_FUEL_USAGE,RENEWABLES_FUEL_THERMAL,RENEWABLES_ELECTRICAL,YR1_ELECTRICITY_CO2,YR2_ELECTRICITY_CO2,YR1_HEATING_CO2,YR2_HEATING_CO2,YR1_RENEWABLES_CO2,YR2_RENEWABLES_CO2,AIRCON_PRESENT,AIRCON_KW_RATING,ESTIMATED_AIRCON_KW_RATING,AC_INSPECTION_COMMISSIONED,BUILDING_ENVIRONMENT,BUILDING_CATEGORY,ADDRESS,LOCAL_AUTHORITY_LABEL,CONSTITUENCY_LABEL,CERTIFICATE_HASH
28731520141013051025,WEST WING,Barts and The London NHS Trust,St. Bartholomew's Hospital,EC1A 7BE,558220410005,88,89,96,D,224,144,0,Hospital - Clinical And Research,2013-11-11,E09000001,E14000639,Greater London Authority,2014-10-13,Hospital - Clinical And Research,Natural Gas,,,,3474.51,214,368,117,90,0,0,234,228,181,188,0,0,Yes,112,,1,Mixed-mode with Mechanical Ventilation,S6;,"WEST WING, Barts and The London NHS Trust, St. Bartholomew's Hospital",City of London,Cities of London and Westminster,5660b7b53a91babf1314f434ee66b60aaa651381a5a184501acf966bafb51550
28731820101220031239,PATHOLOGY BLOCK,Barts and The London NHS Trust,St. Bartholomew's Hospital,EC1A 7BE,558220410008,193,262,,G,593,1035,0,Laboratory Or Operating Theatre,2010-09-22,E09000001,E14000639,Greater London Authority,2010-12-20,Laboratory Or Operating Theatre,Natural Gas,,,,7112.83,750,159,152,160,0,0,1461,,920,,0,,Yes,,2,5,Mixed-mode with Mechanical Ventilation,S10;,"PATHOLOGY BLOCK, Barts and The London NHS Trust, St. Bartholomew's Hospital",City of London,Cities of London and Westminster,f87df48a40145f3ac31a6e11fd99c1f796314189f6fbe55d42fb9985d37ee9f4
28731820121003011055,PATHOLOGY BLOCK,Barts and The London NHS Trust,St. Bartholomew's Hospital,EC1A 7BE,558220410008,67,62,,C,592,0,0,Hospital - Clinical And Research,2012-09-11,E09000001,E14000639,Greater London Authority,2012-10-03,Hospital - Clinical And Research,Grid Supplied Electricity,,,,7112.83,0,384,151,90,0,0,571,,0,,0,,No,,,4,Mixed-mode with Natural Ventilation,S6;,"PATHOLOGY BLOCK, Barts and The London NHS Trust, St. Bartholomew's Hospital",City of London,Cities of London and Westminster,8f42d96c452ef387e905b89e5cc444d2b293d54f8400056b3555444bf6b08a80
28731920101220021235,NORTH BLOCK,Barts and The London NHS Trust,St. Bartholomew's Hospital,EC1A 7BE,558220410009,118,,,E,224,21,0,Clinic,2010-09-22,E09000001,E14000639,Greater London Authority,2010-12-20,Clinic,Natural Gas,,,,2688.67,40,199,152,70,0,0,,,,,,,No,,,4,Heating and Natural Ventilation,S5;,"NORTH BLOCK, Barts and The London NHS Trust, St. Bartholomew's Hospital",City of London,Cities of London and Westminster,f0c2881121c8465df15abc05703348bb30dcc4d110d15ae14a2780c824762df6
28731920141010021011,NORTH BLOCK,Barts and The London NHS Trust,St. Bartholomew's Hospital,EC1A 7BE,558220410009,429,318,148,G,1259,111,0,Hospital - Clinical And Research,2014-09-09,E09000001,E14000639,Greater London Authority,2014-10-10,Hospital - Clinical And Research,Natural Gas,,,,2639.75,217,368,868,90,0,0,986,415,138,79,0,0,No,,,4,Heating and Natural Ventilation,S6;,"NORTH BLOCK, Barts and The London NHS Trust, St. Bartholomew's Hospital",City of London,Cities of London and Westminster,ad5c722f1305aba398223b8812ba96fcda6a48d20b4ee44fe8fa70486da11759
28731920151013081055,NORTH BLOCK,Barts and The London NHS Trust,St. Bartholomew's Hospital,EC1A 7BE,558220410009,251,429,318,G,656,170,0,Hospital - Clinical And Research,2014-09-06,E09000001,E14000639,Greater London Authority,2015-10-13,Hospital - Clinical And Research,Natural Gas,,,,2639.75,332,386,452,90,0,0,1259,986,111,138,0,0,No,,,4,Heating and Natural Ventilation,S6;,"NORTH BLOCK, Barts and The London NHS Trust, St. Bartholomew's Hospital",City of London,Cities of London and Westminster,f8b63c1f970636c9769747f56ec698ea9a0e28cc0a1d9750ee512185021bfdcb
28732120111117091119,QUEEN ELIZABETH II WING AND WILLIAM HARVEY HOUSE,Barts and The London NHS Trust,St. Bartholomew's Hospital,EC1A 7BE,558220410011,133,262,,F,1151,469,0,Hospital - Clinical And Research,2011-11-08,E09000001,E14000639,Greater London Authority,2011-11-17,Hospital - Clinical And Research,Natural Gas,,,,9461.26,248,407,221,90,0,0,1941,,1222,,0,,No,,,4,Mixed-mode with Mechanical Ventilation,S6;,"QUEEN ELIZABETH II WING AND WILLIAM HARVEY HOUSE, Barts and The London NHS Trust, St. Bartholomew's Hospital",City of London,Cities of London and Westminster,ee3710fab2ab457ac2ffa26c881cc4680f135a005a1b5ffefde8c9d411c390f6
28732120121003011042,QUEEN ELIZABETH II WING AND WILLIAM HARVEY HOUSE,Barts and The London NHS Trust,St. Bartholomew's Hospital,EC1A 7BE,558220410011,111,133,,E,786,510,0,Hospital - Clinical And Research,2012-09-11,E09000001,E14000639,Greater London Authority,2012-10-03,Hospital - Clinical And Research,Natural Gas,,,,9450.76,278,384,151,90,0,0,1151,,469,,0,,No,,,4,Mixed-mode with Mechanical Ventilation,S6;,"QUEEN ELIZABETH II WING AND WILLIAM HARVEY HOUSE, Barts and The London NHS Trust, St. Bartholomew's Hospital",City of London,Cities of London and Westminster,76d9f058a9f56ef9d4588fe07f6a8431fe4c01b481bc558d8ea3910484801d1f
28732220121003011046,DOMINION HOUSE,Barts and The London NHS Trust,St. Bartholomew's Hospital,EC1A 7BE,558220410012,60,57,,C,73,58,0,Hospital - Clinical And Research,2012-09-11,E09000001,E14000639,Greater London Authority,2012-10-03,Hospital - Clinical And Research,Natural Gas,,,,1769.44,168,384,75,90,0,0,75,,56,,0,,No,,,4,Mixed-mode with Natural Ventilation,S6;,"DOMINION HOUSE, Barts and The London NHS Trust, St. Bartholomew's Hospital",City of London,Cities of London and Westminster,8651f63bba3d58d79b1426908658d4a9b01168c11191eb82296f25f02a02eae7
28732620121003011019,RESIDENTIAL STAFF QUARTERS,Barts and The London NHS Trust,St. Bartholomew's Hospital,EC1A 7BE,558220410016,86,98,,D,130,18,0,Long Term Residential,2012-09-11,E09000001,E14000639,Greater London Authority,2012-10-03,Long Term Residential,Natural Gas,,,,1560.09,61,384,151,65,0,0,125,,50,,0,,No,,,4,Mixed-mode with Natural Ventilation,S7;,"RESIDENTIAL STAFF QUARTERS, Barts and The London NHS Trust, St. Bartholomew's Hospital",City of London,Cities of London and Westminster,480b538b7672cc0df6f4f2363c918f5878f2668422c62df47726b10a5fa5e263
28732720110518110541,CATERING BLOCK,Barts and The London NHS Trust,St. Bartholomew's Hospital,EC1A 7BE,558220410017,104,,,E,217,107,0,General Office; Restaurant,2011-04-01,E09000001,E14000639,Greater London Authority,2011-05-18,Restaurant,Natural Gas,,,,2103,262,347,188,148,0,0,,,,,,,Yes,,3,3,Air Conditioning,C1; H1;,"CATERING BLOCK, Barts and The London NHS Trust, St. Bartholomew's Hospital",City of London,Cities of London and Westminster,975a6e6df07adb83430e8c77dfad993028555a4904872e33ac759409e86912d4
28732720111117111124,CATERING BLOCK,Barts and The London NHS Trust,St. Bartholomew's Hospital,EC1A 7BE,558220410017,200,104,,G,538,2,0,Restaurant,2011-11-14,E09000001,E14000639,Greater London Authority,2011-11-17,Restaurant,Grid Supplied Electricity,,,,2260.34,5,364,432,89,0,0,217,,107,,0,,No,,,4,Air Conditioning,H1;,"CATERING BLOCK, Barts and The London NHS Trust, St. Bartholomew's Hospital",City of London,Cities of London and Westminster,5d49601799ac4b14a2eb29456b5c45c4739da4d1d486ef7a8772261fc9be7e0c
28732720121003021031,CATERING BLOCK,Barts and The London NHS Trust,St. Bartholomew's Hospital,EC1A 7BE,558220410017,252,200,,G,618,29,0,Restaurant,2012-09-11,E09000001,E14000639,Greater London Authority,2012-10-03,Restaurant,Grid Supplied Electricity,,,,2202.66,67,353,510,87,0,0,538,,2,,0,,Yes,,2,5,Air Conditioning,H1;,"CATERING BLOCK, Barts and The London NHS Trust, St. Bartholomew's Hospital",City of London,Cities of London and Westminster,6e4d9c5c165df3fc381199eb8e4c15234a96cc3c4bef7043f9de6e7231033717
28732720140411070430,CATERING BLOCK,Barts and The London NHS Trust,St. Bartholomew's Hospital,EC1A 7BE,558220410017,268,252,200,G,602,126,0,Restaurant,2013-11-12,E09000001,E14000639,Greater London Authority,2014-04-11,Restaurant,Natural Gas,,,,2202.84,294,377,497,91,0,0,618,538,29,2,0,0,Yes,,2,4,Air Conditioning,H1;,"CATERING BLOCK, Barts and The London NHS Trust, St. Bartholomew's Hospital",City of London,Cities of London and Westminster,54acab925c2b9f21191d0652dea0133f71926cfe0b5fb8e78856467997537b3f
45164820101220021255,DOMINION HOUSE AND 48-53 BARTS CLOSE,Barts and The London NHS Trust,St. Bartholomew's Hospital,EC1A 7BE,558220410019,290,262,,G,373,2042,0,Hospital - Clinical And Research,2010-09-22,E09000001,E14000639,Greater London Authority,2010-12-20,Hospital - Clinical And Research,Natural Gas,,,,6385,1648,417,106,90,0,0,1310,,825,,0,,Yes,,1,5,Mixed-mode with Natural Ventilation,S6;,"DOMINION HOUSE AND 48-53 BARTS CLOSE, Barts and The London NHS Trust, St. Bartholomew's Hospital",City of London,Cities of London and Westminster,6b0d30f51e28539c29c2ae8c74dd38ea2b6e56098bf2be81eb3dafc0a97fe981
38743120120802110848,,Barbican Estate Office,"3 Barbican, Lauderdale Place",EC2Y 8EN,158893620000,77,83,121,D,42,29,0,General Office,2012-08-02,E09000001,E14000639,Greater London Authority,2012-08-02,General Office,Natural Gas,,,,1251,118,110,61,95,0,0,44,102,34,12,0,0,No,1,,5,Heating and Natural Ventilation,C1,"Barbican Estate Office, 3 Barbican, Lauderdale Place",City of London,Cities of London and Westminster,1c0bc7e38336b95906e679385e8f4a9015e133bc8e52ae99ca8f0d84977b2339
103372420150717040705,,"Department for Business, Energy & Industrial Strategy",Fleetbank House,EC4Y 8JX,973780180000,93,,,D,1127,225,0,General Office,2015-05-22,E09000001,E14000639,Greater London Authority,2015-07-17,General Office,Natural Gas,,,,19951,58,108,103,95,0,0,,,,,,,Yes,1156,,5,Air Conditioning,C1;,"Department for Business, Energy & Industrial Strategy, Fleetbank House",City of London,Cities of London and Westminster,30e4c946f93979d491b70a4078a1924280904bf8246d6e32a7af716444937e09
105034920150929120939,PREP SCHOOL BUILDING,City of London School for Girls,"Barbican, St. Giles Churchyard",EC2Y 8BB,888412310001,60,,,C,171,0,0,Dry Sports And Leisure Facility; Restaurant; Schools And Seasonal Public Buildings; Swimming Pool Centre,2015-09-15,E09000001,E14000639,Greater London Authority,2015-09-29,Schools And Seasonal Public Buildings,Grid Supplied Electricity,,,,2460,0,340,126,89,0,0,,,,,,,Yes,,1,1,Heating and Natural Ventilation,H8; H1; S3; H6;,"PREP SCHOOL BUILDING, City of London School for Girls, Barbican, St. Giles Churchyard",City of London,Cities of London and Westminster,ff48549bf93adbc9178bcf70b6aa1b0e424148e1c7a587d28899d7e238f7c37c
106663220151204091207,,Munich Re UK Services Ltd,Plantation Place,EC3M 3AJ,656753860000,225,,,G,740,59,0,General Office,2015-12-04,E09000001,E14000639,Greater London Authority,2015-12-04,General Office,Natural Gas,,,,4923,62,103,273,95,0,0,,,,,,,Yes,,3,5,Heating and Mechanical Ventilation,C1;,"Munich Re UK Services Ltd, Plantation Place",City of London,Cities of London and Westminster,4b756e9fd1fea4972ef92bce568c2fdd1a66c3ff960379a62f7bed9fd658db3a
106709620151112111136,,Munich RE Underwriting Ltd,"St. Helens, 1 Undershaft",EC3A 8EE,971321400000,139,,,F,67,102,0,General Office,2015-11-05,E09000001,E14000639,Greater London Authority,2015-11-12,General Office,Natural Gas,,,,1680,313,103,72,95,0,0,,,,,,,Yes,,3,5,Heating and Mechanical Ventilation,C1;,"Munich RE Underwriting Ltd, St. Helens, 1 Undershaft",City of London,Cities of London and Westminster,3c041876eb2af4555c7d5062fb6d82cfa7a6772962bd40f2d376aced664ec2a1
110160120160302090331,8TH FLOOR,Ibex House,42- 47 Minories,EC3N 1DY,439771500001,99,,,D,45,18,0,General Office,2016-01-07,E09000001,E14000639,Greater London Authority,2016-03-02,General Office,Natural Gas,,,,865.53,109,110,94,95,0,0,,,,,,,Yes,,3,5,Mixed-mode with Natural Ventilation,C1;,"8TH FLOOR, Ibex House, 42- 47 Minories",City of London,Cities of London and Westminster,b865960787ded8eadd5ffa143ae507b4fc342a16cfa9d29efafce61a3104457b
1734320100929060940,,The Bank of England,Threadneedle Street,EC2R 8AH,721373780000,147,158,169,F,6920,1361,0,General Office; Storage Facility; Fitness And Health Centre,2010-09-20,E09000001,E14000639,Greater London Authority,2010-09-29,General Office,Natural Gas,,,,74786,87,125,168,93,0,0,7885,8220,1030,1153,0,0,Yes,,3,1,Mixed-mode with Mechanical Ventilation,C1; W4; H7;,"The Bank of England, Threadneedle Street",City of London,Cities of London and Westminster,40de8da22020b7aee77b367e95974c6db6109a9660dce7f2badf0c3b05407651
1734320111223091251,,The Bank of England,Threadneedle Street,EC2R 8AH,721373780000,150,147,158,F,6999,1393,0,General Office; Storage Facility; Fitness And Health Centre,2011-12-21,E09000001,E14000639,Greater London Authority,2011-12-23,General Office,Natural Gas,,,,74786,96,124,170,93,0,0,6920,7885,1361,1030,0,0,Yes,,3,5,Mixed-mode with Mechanical Ventilation,C1; W4; H7;,"The Bank of England, Threadneedle Street",City of London,Cities of London and Westminster,4d14f7108ac5b2ec3d6702337fa05c36bddb3df51ee4b8a517e3c949506d4586
1737120101220071205,,City of London Corporation,Barbican Art Centre,EC2Y 8HB,579486170000,82,85,84,D,5343,1538,0,Cultural Activities,2010-12-13,E09000001,E14000639,Greater London Authority,2010-12-20,Cultural Activities,District Heating,,,,82811,101,237,117,101,0,0,5492,5627,1467,1378,0,0,Yes,,3,4,Air Conditioning,H4,"City of London Corporation, Barbican Art Centre",City of London,Cities of London and Westminster,bf19afaaf092dbe5719651507de3ddffa6bce6b467e1f3df2378d79d3e88bc8f
1737120140310030321,,City of London Corporation,Barbican Art Centre,EC2Y 8HB,579486170000,83,73,73,D,3616,1786,0,Cultural Activities,2013-10-01,E09000001,E14000639,Greater London Authority,2014-03-10,Cultural Activities,District Heating,,,,82811,116,207,79,70,0,0,4640,4857,1333,1264,0,0,Yes,,3,2,Air Conditioning,H4;,"City of London Corporation, Barbican Art Centre",City of London,Cities of London and Westminster,942b50289c1fb10c91bf2b378d8658cfd50180bc4fb659f094c2840d6dc55f32
1737320111128021134,,City of London Corporation,Central Criminal Court,EC4N 4XP,171594050000,120,128,121,E,1776,1451,0,General Office,2011-11-28,E09000001,E14000639,Greater London Authority,2011-11-28,General Office,Oil,,,,35992,155,116,90,95,0,0,1852,1803,1496,1472,0,0,No,1,,5,Heating and Natural Ventilation,C1,"City of London Corporation, Central Criminal Court",City of London,Cities of London and Westminster,773a821f48fbdc67f3df8a46a1d16316a031d69b97b2ef38d4acc3d0e4cba34b
1737320140328020331,,City of London Corporation,Central Criminal Court,EC4N 4XP,171594050000,105,115,120,E,1519,1359,0,General Office,2013-10-01,E09000001,E14000639,Greater London Authority,2014-03-28,General Office,Oil,,,,35992,145,124,77,95,0,0,1713,1776,1344,1451,0,0,No,,,4,Heating and Natural Ventilation,C1;,"City of London Corporation, Central Criminal Court",City of London,Cities of London and Westminster,afd179e2d08f4d8cbea32e7b7a5a3de8ea0c919e6073bd0a23393eb195688c62
2074820100721110705,,London Metropolitan University,100 Minories,EC3N 1JY,650744420000,77,82,,D,342,136,0,University Campus; General Office; Restaurant; Fitness And Health Centre; Schools And Seasonal Public Buildings; Long Term Residential,2008-09-30,E09000001,E14000639,Greater London Authority,2010-07-21,University Campus,Natural Gas,,,,6132,115,247,101,97,0,0,371,,133,,0,,Yes,252,1,1,Mixed-mode with Natural Ventilation,S4; C1; H1; H7; S3; S7;,"London Metropolitan University, 100 Minories",City of London,Cities of London and Westminster,2db93ac60d48ef011bb2b23153464d74e97434e1d20be5498f6b164e70b2c61e
2211320101221101258,,Guildhall School of Music & Drama,"Barbican, Silk Street",EC2Y 8DT,743783190000,63,53,68,C,937,160,0,University Campus,2010-12-13,E09000001,E14000639,Greater London Authority,2010-12-21,University Campus,District Heating,,,,19306,45,237,88,80,0,0,743,961,155,205,0,0,Yes,,3,4,Heating and Natural Ventilation,S4,"Guildhall School of Music & Drama, Barbican, Silk Street",City of London,Cities of London and Westminster,07f434ff46f0e2ba802f7badd626fcc376922504dbcc86a8daac07b208900d10
2211320150413010449,,Guildhall School of Music & Drama,"Barbican, Silk Street",EC2Y 8DT,743783190000,51,58,52,C,760,81,0,University Campus,2015-02-17,E09000001,E14000639,Greater London Authority,2015-04-13,University Campus,District Heating,,,,19306,16,210,72,80,0,0,926,798,100,72,0,0,Yes,,2,5,Mixed-mode with Mechanical Ventilation,S4;,"Guildhall School of Music & Drama, Barbican, Silk Street",City of London,Cities of London and Westminster,b3e465d14a09548b9d899b0f79e5a9d395ec180d33187c71eee6ab7ab22e2903
984820160519100518,,City of London Police,"Snow Hill Police Station, 5 Snow Hill",EC1A 2DP,187785180000,110,117,117,E,197,147,0,Emergency Services,2015-04-02,E09000001,E14000639,Greater London Authority,2016-05-19,Emergency Services,Natural Gas,,,,2985,254,342,120,70,0,0,223,262,144,146,0,0,Yes,,2,5,Heating and Natural Ventilation,S9;,"City of London Police, Snow Hill Police Station, 5 Snow Hill",City of London,Cities of London and Westminster,422d4d8dc183a3ae2409df01bb67b01a7541426a23e323d39f0d0ce812a1db2b
1059520100804110825,,City of London Police,"Police Station, 182 Bishopsgate",EC2M 4NP,274718710000,108,118,112,E,774,575,0,Emergency Services,2010-08-04,E09000001,E14000639,Greater London Authority,2010-08-04,Emergency Services,Natural Gas,,,,10998,270,386,128,70,0,0,846,786,571,596,0,0,No,1,,5,Heating and Natural Ventilation,S9,"City of London Police, Police Station, 182 Bishopsgate",City of London,Cities of London and Westminster,495030f0ad9953be30fdf80338892093b22f894edc45aca37420da931f92490d
1059520111015121022,,City of London Police,"Police Station, 182 Bishopsgate",EC2M 4NP,274718710000,95,108,112,D,750,422,0,Emergency Services,2011-10-15,E09000001,E14000639,Greater London Authority,2011-10-15,Emergency Services,Natural Gas,,,,10998,198,379,124,70,0,0,774,786,575,596,0,0,No,1,,5,Heating and Natural Ventilation,S9,"City of London Police, Police Station, 182 Bishopsgate",City of London,Cities of London and Westminster,51ff975f77f9f23bcd480c6e73cd42c40f82233f1bf4fa233a50af706202c92e
1059520120802110859,,City of London Police,"Police Station, 182 Bishopsgate",EC2M 4NP,274718710000,93,95,108,D,716,390,0,Emergency Services,2012-08-02,E09000001,E14000639,Greater London Authority,2012-08-02,Emergency Services,Natural Gas,,,,10998,183,357,118,70,0,0,750,774,422,575,0,0,No,1,,5,Heating and Natural Ventilation,S9,"City of London Police, Police Station, 182 Bishopsgate",City of London,Cities of London and Westminster,dbd26d798b245f80e72d2fad77decfc66776d6bf7f3b34065cf6380b6ede1ba9
1274620150306010308,,The Right Honourable the Lord Mayor,"The Mansion House, Mansion House Street",EC4N 8BH,820144440000,90,99,104,D,489,219,0,General Accommodation,2015-01-15,E09000001,E14000639,Greater London Authority,2015-03-06,General Accommodation,Natural Gas,,,,8236,137,289,108,73,0,0,544,531,324,287,0,0,No,,,4,Heating and Natural Ventilation,S8;,"The Right Honourable the Lord Mayor, The Mansion House, Mansion House Street",City of London,Cities of London and Westminster,bc7e4ecf5f48b39463415476965c3768e074cfd6d46c8c50cc5236751107626f
1275520160506080544,,Barbican Centre for Arts & Conferences,"Barbican, Silk Street",EC2Y 8DS,898896690000,95,47,54,D,666,291,0,Cultural Activities,2015-01-28,E09000001,E14000639,Greater London Authority,2016-05-06,Cultural Activities,District Heating,,,,13884,89,175,87,70,0,0,397,359,91,208,0,0,Yes,,3,5,Air Conditioning,H4;,"Barbican Centre for Arts & Conferences, Barbican, Silk Street",City of London,Cities of London and Westminster,8f9999a6381424921d0ddf5f85f3c25d3e6ae39fb36b689534be260a021d16f6
2541920111003051020,,Trinity House Lighthouse Service,"Trinity House, Trinity Square",EC3N 4DH,734158170000,138,137,146,F,275,63,0,General Office,2011-10-03,E09000001,E14000639,Greater London Authority,2011-10-03,General Office,Natural Gas,,,,2900,113,124,172,110,0,0,275,294,64,64,0,0,Yes,,2,2,Mixed-mode with Mechanical Ventilation,C1;,"Trinity House Lighthouse Service, Trinity House, Trinity Square",City of London,Cities of London and Westminster,3f43549be4f5ff2f4cd8a3d7aeefa9a52c387334bd91156002e1c38ddf4b4aca
2541920120926050939,,Trinity House Lighthouse Service,"Trinity House, Trinity Square",EC3N 4DH,734158170000,159,138,137,G,305,77,0,General Office,2012-09-10,E09000001,E14000639,Greater London Authority,2012-09-26,General Office,Natural Gas,,,,2900,138,116,191,110,0,0,275,275,63,64,0,0,Yes,,2,2,Mixed-mode with Mechanical Ventilation,C1;,"Trinity House Lighthouse Service, Trinity House, Trinity Square",City of London,Cities of London and Westminster,dda4590ac127af28f7177f6470942fb6bad4fa87a92ded47389ead164361718d
2541920150925100904,,Trinity House Lighthouse Service,"Trinity House, Trinity Square",EC3N 4DH,734158170000,155,116,131,G,301,68,0,General Office,2015-09-24,E09000001,E14000639,Greater London Authority,2015-09-25,General Office,Natural Gas,,,,2649,133,121,207,120,0,0,171,259,102,64,0,0,Yes,,2,5,Mixed-mode with Mechanical Ventilation,C1;,"Trinity House Lighthouse Service, Trinity House, Trinity Square",City of London,Cities of London and Westminster,938fa8c8414ca3447898bf41d39aee60df0480ef36943b56f841206348731eb7
2542320111128021141,,Mayors & City of London Court,Guildhall Buildings,EC2V 5AR,765905850000,75,80,81,C,39,50,0,General Office,2011-11-28,E09000001,E14000639,Greater London Authority,2011-11-28,General Office,Natural Gas,,,,1608,161,116,44,95,0,0,53,48,43,50,0,0,No,1,,5,Heating and Natural Ventilation,C1,"Mayors & City of London Court, Guildhall Buildings",City of London,Cities of London and Westminster,7a16735e81c6fc2e2e77b85069828f81d1f36400b4dae9dc6da3f1dd2f8e412a
2542320150306010344,,Mayors & City of London Court,Guildhall Buildings,EC2V 5AR,765905850000,73,65,75,C,38,39,0,General Office,2015-01-29,E09000001,E14000639,Greater London Authority,2015-03-06,General Office,Natural Gas,,,,1471.36,137,105,47,95,0,0,31,39,46,50,0,0,No,,,4,Heating and Natural Ventilation,C1;,"Mayors & City of London Court, Guildhall Buildings",City of London,Cities of London and Westminster,82ac2df8b3ba5b2458b93346359626450da4e5c5f639e0714e9d5508ef394837
2632020131215051258,,Robin Brook Centre,Queen Mary University of London,EC1A 7BE,330381040000,109,109,116,E,274,67,0,University Campus,2013-11-29,E09000001,E14000639,Greater London Authority,2013-12-15,University Campus,Natural Gas,,,,3403,101,248,147,80,0,0,273,285,49,66,0,0,Yes,,3,5,Mixed-mode with Mechanical Ventilation,S4;,"Robin Brook Centre, Queen Mary University of London",City of London,Cities of London and Westminster,1bdb8c96639176ef7eba753eda7aaecee48d8d5d94277f74d3ca2788eaa92347
2632020160122020119,,Robin Brook Centre,Queen Mary University of London,EC1A 7BE,330381040000,106,105,109,E,263,50,0,University Campus,2015-11-23,E09000001,E14000639,Greater London Authority,2016-01-22,University Campus,Natural Gas,,,,3403,76,220,140,80,0,0,255,274,48,67,0,0,Yes,,3,5,Mixed-mode with Mechanical Ventilation,S4;,"Robin Brook Centre, Queen Mary University of London",City of London,Cities of London and Westminster,e7c4779d639758daa59724ff0e2751ac76712e3894df2b994a6b6f44e3b3b8dc
2680820150513070558,,Sir John Cass's Foundation Primary School,St. James's Passage,EC3A 5DE,857932930000,106,165,198,E,124,69,0,Schools And Seasonal Public Buildings,2015-04-07,E09000001,E14000639,Greater London Authority,2015-05-13,Schools And Seasonal Public Buildings,Natural Gas,,,,3077,116,152,73,54,0,0,104,97,85,73,0,0,No,,,4,Heating and Natural Ventilation,S3;,"Sir John Cass's Foundation Primary School, St. James's Passage",City of London,Cities of London and Westminster,b2c964c06355cbd0b8505547066e52872c5b9715fa94bbb4c7e3f33c663e62f4
2680820160519100536,,Sir John Cass's Foundation Primary School,St. James's Passage,EC3A 5DE,857932930000,96,106,165,D,95,80,0,Schools And Seasonal Public Buildings,2015-04-08,E09000001,E14000639,Greater London Authority,2016-05-19,Schools And Seasonal Public Buildings,Natural Gas,,,,3077,134,152,56,54,0,0,124,104,69,85,0,0,No,,,4,Heating and Natural Ventilation,S3;,"Sir John Cass's Foundation Primary School, St. James's Passage",City of London,Cities of London and Westminster,350a3988d963455cf7bb10eafdbe917624f6d83310ff6df6212a7f7a39cb7e57
891020111021121038,,"31, Jewry Street",,EC3N 2EY,711128360000,60,49,45,C,162,179,0,University Campus,2011-07-29,E09000001,E14000639,Greater London Authority,2011-10-21,University Campus,Natural Gas,,,,5889,156,247,50,89,0,0,152,164,129,106,0,0,No,,,4,Mixed-mode with Natural Ventilation,S4;,"31, Jewry Street",City of London,Cities of London and Westminster,c2f6e7f903d48eca00df1066f410e93204f552d00c52997632d6c7a2ab2aaef1
235520160324090356,,Shoe Lane Library Hill House,1 Little New Street,EC4A 3JR,132396620000,142,,,F,76,35,0,Cultural Activities,2016-03-02,E09000001,E14000639,Greater London Authority,2016-03-24,Cultural Activities,Natural Gas,,,,1080,168,177,128,70,0,0,,,,,,,Yes,,3,5,Air Conditioning,H4;,"Shoe Lane Library Hill House, 1 Little New Street",City of London,Cities of London and Westminster,6aaa046ad55936522a3bf668b3ad7c3bd001f09c44fb35c53c63eb5c713c5540
348820111019111024,,Office of Fair Trading,"Fleetbank House, 2-6 Salisbury Square",EC4Y 8JX,695609460000,146,162,312,F,1425,174,0,General Office,2011-09-30,E09000001,E14000639,Greater London Authority,2011-10-19,General Office,Natural Gas,,,,12818,70,125,202,111,0,0,1563,2416,223,581,0,0,Yes,,3,1,Air Conditioning,C1;,"Office of Fair Trading, Fleetbank House, 2-6 Salisbury Square",City of London,Cities of London and Westminster,80a499feaddee0147d2b86eb0276f1d52ed7829fe899a2fc30c5878cb3e152d2
11717820131129121133,,Legal & General Investment Management,1 Coleman Street,EC2R 5AA,438231700000,119,,,E,2981,106,0,General Office; Restaurant,2013-11-20,E09000001,E14000639,Greater London Authority,2013-11-29,General Office,Natural Gas,,General Office: 2615206 kWh Electricity,,18316.75,30,126,155,95,0,0,,,,,,,Yes,,3,1,Air Conditioning,C1; H1;,"Legal & General Investment Management, 1 Coleman Street",City of London,Cities of London and Westminster,254ee259645f48fa7bdaa787f7e3e0e253a99a9eb363bc751017269aba17d115
