LMK_KEY,ADDRESS1,ADDRESS2,ADDRESS3,POSTCODE,BUILDING_REFERENCE_NUMBER,CURRENT_OPERATIONAL_RATING,YR1_OPERATIONAL_RATING,YR2_OPERATIONAL_RATING,OPERATIONAL_RATING_BAND,ELECTRIC_CO2,HEATING_CO2,RENEWABLES_CO2,PROPERTY_TYPE,INSPECTION_DATE,LOCAL_AUTHORITY,CONSTITUENCY,COUNTY,LODGEMENT_DATE,MAIN_BENCHMARK,MAIN_HEATING_FUEL,OTHER_FUEL,SPECIAL_ENERGY_USES,RENEWABLE_SOURCES,TOTAL_FLOOR_AREA,ANNUAL_THERMAL_FUEL_USAGE,TYPICAL_THERMAL_FUEL_USAGE,ANNUAL_ELECTRICAL_FUEL_USAGE,TYPICAL_ELECTRICAL_FUEL_USAGE,RENEWABLES_FUEL_THERMAL,RENEWABLES_ELECTRICAL,YR1_ELECTRICITY_CO2,YR2_ELECTRICITY_CO2,YR1_HEATING_CO2,YR2_HEATING_CO2,YR1_RENEWABLES_CO2,YR2_RENEWABLES_CO2,AIRCON_PRESENT,AIRCON_KW_RATING,ESTIMATED_AIRCON_KW_RATING,AC_INSPECTION_COMMISSIONED,BUILDING_ENVIRONMENT,BUILDING_CATEGORY,ADDRESS,LOCAL_AUTHORITY_LABEL,CONSTITUENCY_LABEL,CERTIFICATE_HASH
28731320101220021245,"OUTPATIENTS, ROBIN BROOK CENTRE AND HORDER WING",Barts and The London NHS Trust,St. Bartholomew's Hospital,EC1A 7BE,558220410003,297,,,G,1252,2183,0,Clinic,2010-09-22,E09000001,E14000639,Greater London Authority,2010-12-20,Clinic,Natural Gas,,,,15007.31,750,199,152,70,0,0,,,,,,,Yes,,2,5,Heating and Natural Ventilation,S5;,"OUTPATIENTS, ROBIN BROOK CENTRE AND HORDER WING, Barts and The London NHS Trust, St. Bartholomew's Hospital",City of London,Cities of London and Westminster,029a21fde150f835e2ac752df39d1de90cee09640ee4d3c9121dfcd4860afe2d
28731420101220021225,EAST WING,Barts and The London NHS Trust,St. Bartholomew's Hospital,EC1A 7BE,558220410004,175,262,,G,318,554,0,Hospital - Clinical And Research,2010-09-22,E09000001,E14000639,Greater London Authority,2010-12-20,Hospital - Clinical And Research,Natural Gas,,,,3811.73,750,417,152,90,0,0,782,,492,,0,,Yes,,2,5,Mixed-mode with Mechanical Ventilation,S6;,"EAST WING, Barts and The London NHS Trust, St. Bartholomew's Hospital",City of London,Cities of London and Westminster,42e30c8f3163cc1303a30c1a884c7dc71e9496f3fb1d62921868fad8906a23cd
28731520110518120539,WEST WING,Barts and The London NHS Trust,St. Bartholomew's Hospital,EC1A 7BE,558220410005,118,,,E,261,128,0,Hospital - Clinical And Research,2011-04-01,E09000001,E14000639,Greater London Authority,2011-05-18,Hospital - Clinical And Research,Natural Gas,,,,2521,262,421,188,90,0,0,,,,,,,No,,,4,Heating and Natural Ventilation,S6;,"WEST WING, Barts and The London NHS Trust, St. Bartholomew's Hospital",City of London,Cities of London and Westminster,9b1bfee927530f5fa8345981661a3351eecbe8a9e9b9a9e35e071165132d61c5
28731620111117101132,KING GEORGE V BLOCK,Barts and The London NHS Trust,St. Bartholomew's Hospital,EC1A 7BE,558220410006,140,120,,F,604,291,0,Hospital - Clinical And Research,2011-11-12,E09000001,E14000639,Greater London Authority,2011-11-17,Hospital - Clinical And Research,Natural Gas,,,,4964.37,296,407,221,90,0,0,1286,,1128,,0,,No,,,4,Mixed-mode with Natural Ventilation,S6;,"KING GEORGE V BLOCK, Barts and The London NHS Trust, St. Bartholomew's Hospital",City of London,Cities of London and Westminster,62b1a5a104ff03ef8edd885411ff175d291ef384aee1afed1897cd0f83188883
28731920111117111118,NORTH BLOCK,Barts and The London NHS Trust,St. Bartholomew's Hospital,EC1A 7BE,558220410009,107,118,,E,216,155,0,Hospital - Clinical And Research,2011-11-17,E09000001,E14000639,Greater London Authority,2011-11-17,Hospital - Clinical And Research,Natural Gas,,,,2688.67,289,407,146,90,0,0,224,,21,,0,,No,,,4,Heating and Natural Ventilation,S6;,"NORTH BLOCK, Barts and The London NHS Trust, St. Bartholomew's Hospital",City of London,Cities of London and Westminster,e1e58b10df4700799a1fc045a8f9a82ecc36db416927f4e707ea691bce4b27e4
28732020111118101149,RADIOTHERAPY AND GLOUCESTER HOUSE,Barts and The London NHS Trust,St. Bartholomew's Hospital,EC1A 7BE,558220410010,101,262,,E,1203,741,0,Hospital - Clinical And Research,2011-11-17,E09000001,E14000639,Greater London Authority,2011-11-18,Hospital - Clinical And Research,Natural Gas,,,,14968.42,248,407,146,90,0,0,3071,,1933,,0,,No,,,4,Mixed-mode with Natural Ventilation,S6;,"RADIOTHERAPY AND GLOUCESTER HOUSE, Barts and The London NHS Trust, St. Bartholomew's Hospital",City of London,Cities of London and Westminster,a4fb6a6216a20f15ec7474af1ef6c8d9e67f8e424eb02340df30c00efc8b269c
28732020141013051023,RADIOTHERAPY AND GLOUCESTER HOUSE,Barts and The London NHS Trust,St. Bartholomew's Hospital,EC1A 7BE,558220410010,130,121,114,F,1547,556,0,Hospital - Clinical And Research,2013-11-11,E09000001,E14000639,Greater London Authority,2014-10-13,Hospital - Clinical And Research,Natural Gas,,,,13405.89,214,368,210,90,0,0,1465,1158,699,807,0,0,Yes,46,,1,Heating and Natural Ventilation,S6;,"RADIOTHERAPY AND GLOUCESTER HOUSE, Barts and The London NHS Trust, St. Bartholomew's Hospital",City of London,Cities of London and Westminster,20eb74ba8170b7a9700077a2ec43df3f1480d6a74105d04bbdf4b068946f5b49
28732120140411070447,QUEEN ELIZABETH II WING AND WILLIAM HARVEY HOUSE,Barts and The London NHS Trust,St. Bartholomew's Hospital,EC1A 7BE,558220410011,121,111,133,E,1021,487,0,Hospital - Clinical And Research,2013-11-12,E09000001,E14000639,Greater London Authority,2014-04-11,Hospital - Clinical And Research,Natural Gas,,,,9345,269,435,199,90,0,0,786,1151,510,469,0,0,Yes,298,,1,Mixed-mode with Mechanical Ventilation,S6;,"QUEEN ELIZABETH II WING AND WILLIAM HARVEY HOUSE, Barts and The London NHS Trust, St. Bartholomew's Hospital",City of London,Cities of London and Westminster,8878dbf9d2bc26f186b0bfb2a50f0b275b88a11f1ae237c52961f4a7e634b51f
28732120141013051032,QUEEN ELIZABETH II WING AND WILLIAM HARVEY HOUSE,Barts and The London NHS Trust,St. Bartholomew's Hospital,EC1A 7BE,558220410011,124,121,111,E,1020,380,0,Hospital - Clinical And Research,2013-11-11,E09000001,E14000639,Greater London Authority,2014-10-13,Hospital - Clinical And Research,Natural Gas,,,,9345,210,368,198,90,0,0,1021,786,487,510,0,0,Yes,298,,1,Mixed-mode with Mechanical Ventilation,S6;,"QUEEN ELIZABETH II WING AND WILLIAM HARVEY HOUSE, Barts and The London NHS Trust, St. Bartholomew's Hospital",City of London,Cities of London and Westminster,655b369d69f2924c218057ae37452b4d8ea9267dc4933ebfbd7a5b335a5f7bf8
28732120151013091008,QUEEN ELIZABETH II WING AND WILLIAM HARVEY HOUSE,Barts and The London NHS Trust,St. Bartholomew's Hospital,EC1A 7BE,558220410011,210,124,121,G,1842,595,0,Hospital - Clinical And Research,2013-11-10,E09000001,E14000639,Greater London Authority,2015-10-13,Hospital - Clinical And Research,Natural Gas,,,,9345,328,386,358,90,0,0,1020,1021,380,487,0,0,Yes,298,,1,Mixed-mode with Mechanical Ventilation,S6;,"QUEEN ELIZABETH II WING AND WILLIAM HARVEY HOUSE, Barts and The London NHS Trust, St. Bartholomew's Hospital",City of London,Cities of London and Westminster,922e1bbd2cc1a746ab2c39eab4925a4d1793649e36c7e23924b1234bf4b01218
28732220111123081146,DOMINION HOUSE,Barts and The London NHS Trust,St. Bartholomew's Hospital,EC1A 7BE,558220410012,57,,,C,75,56,0,Hospital - Clinical And Research,2011-11-17,E09000001,E14000639,Greater London Authority,2011-11-23,Hospital - Clinical And Research,Natural Gas,,,,1769.44,162,407,77,90,0,0,,,,,,,No,,,4,Mixed-mode with Natural Ventilation,S6;,"DOMINION HOUSE, Barts and The London NHS Trust, St. Bartholomew's Hospital",City of London,Cities of London and Westminster,8735f6639e95c1dc7fb5dbbdf7a6d0df06121986509fa8df463a02d574536a6c
28732520111117101119,LITTLE BRITAIN,Barts and The London NHS Trust,St. Bartholomew's Hospital,EC1A 7BE,558220410015,101,3,,E,383,236,0,Hospital - Clinical And Research,2011-11-12,E09000001,E14000639,Greater London Authority,2011-11-17,Hospital - Clinical And Research,Natural Gas,,,,4760.19,249,407,146,90,0,0,9,,2,,0,,No,,,4,Mixed-mode with Natural Ventilation,S6;,"LITTLE BRITAIN, Barts and The London NHS Trust, St. Bartholomew's Hospital",City of London,Cities of London and Westminster,73889902436bfd7adad345fa2d8657633da59ce2993910cc21543280a6658475
28732520121003011004,LITTLE BRITAIN,Barts and The London NHS Trust,St. Bartholomew's Hospital,EC1A 7BE,558220410015,44,101,,B,8,257,0,Hospital - Clinical And Research,2012-09-11,E09000001,E14000639,Greater London Authority,2012-10-03,Hospital - Clinical And Research,Natural Gas,,,,4836.9,274,384,3,90,0,0,383,,236,,0,,No,,,4,Mixed-mode with Natural Ventilation,S6;,"LITTLE BRITAIN, Barts and The London NHS Trust, St. Bartholomew's Hospital",City of London,Cities of London and Westminster,bac02bd45b8603fcac567dbf3bbac10e7505eb9bff81a453d902cd3139ef8e51
28732620111117101109,RESIDENTIAL STAFF QUARTERS,Barts and The London NHS Trust,St. Bartholomew's Hospital,EC1A 7BE,558220410016,98,262,,D,125,50,0,Long Term Residential,2011-11-12,E09000001,E14000639,Greater London Authority,2011-11-17,Long Term Residential,Natural Gas,,,,1560.09,165,407,146,65,0,0,320,,201,,0,,No,,,4,Mixed-mode with Natural Ventilation,S7;,"RESIDENTIAL STAFF QUARTERS, Barts and The London NHS Trust, St. Bartholomew's Hospital",City of London,Cities of London and Westminster,f175d1b31e3dddfe7c2292d97b9dc7666c7d2dd72ad424471a275137f9d1007c
10802420150513070546,,City of London School for Girls,"Barbican, St. Giles Churchyard",EC2Y 8BB,888412310000,143,98,114,F,455,48,0,Schools And Seasonal Public Buildings,2015-02-17,E09000001,E14000639,Greater London Authority,2015-05-13,Schools And Seasonal Public Buildings,Grid Supplied Electricity,,,,7425.33,33,131,111,40,0,0,998,938,44,60,0,0,Yes,,2,5,Heating and Natural Ventilation,S3;,"City of London School for Girls, Barbican, St. Giles Churchyard",City of London,Cities of London and Westminster,822a0d9d455964dc6b4740ca1f024c3b3ae4e41db7f29a3953810098a4c96e00
7234020120104060107,,HM Revenue & Customs,Custom House Annexe,EC3R 8EF,733756470000,69,86,76,C,605,122,0,General Office,2012-01-04,E09000001,E14000639,Greater London Authority,2012-01-04,General Office,Natural Gas,,,,7451.25,84,167,148,197,0,0,778,676,127,120,0,0,Yes,,3,5,Air Conditioning,C1;,"HM Revenue & Customs, Custom House Annexe",City of London,Cities of London and Westminster,8bbccf4c37a13803ac3e7d3cbf98e8b836cb9c984b1e5d65d433ae1a6da456d0
8015820120130120154,,Government Actuary's Department,"Finlaison House, 15-17 Furnival Street",EC4A 1AB,899788070000,159,199,185,G,325,82,0,General Office,2012-01-30,E09000001,E14000639,Greater London Authority,2012-01-30,General Office,Natural Gas,,N/A,N/A,3491,120,108,169,95,0,0,426,377,102,103,0,0,No,,,4,Heating and Mechanical Ventilation,C1;,"Government Actuary's Department, Finlaison House, 15-17 Furnival Street",City of London,Cities of London and Westminster,d930bc4f49e567ca5ee46f0bf0b39765647b623b901b37d3fe3a4690e2e08501
8015820140429100443,,Government Actuary's Department,"Finlaison House, 15-17 Furnival Street",EC4A 1AB,899788070000,121,81,159,E,211,110,0,General Office,2014-03-08,E09000001,E14000639,Greater London Authority,2014-04-29,General Office,Natural Gas,,,,3491,163,122,110,95,0,0,126,325,85,82,0,0,No,,,4,Heating and Mechanical Ventilation,C1;,"Government Actuary's Department, Finlaison House, 15-17 Furnival Street",City of London,Cities of London and Westminster,21ee2c7fed30198f2d279a984987d4f5d3cf4ee5339eff9360ce4ec28c5143e2
8015820150423090452,,Government Actuary's Department,"Finlaison House, 15-17 Furnival Street",EC4A 1AB,899788070000,120,121,81,E,259,48,0,General Office,2015-04-22,E09000001,E14000639,Greater London Authority,2015-04-23,General Office,Natural Gas,,,,3491,71,108,135,95,0,0,211,126,110,85,0,0,No,,,4,Heating and Mechanical Ventilation,C1;,"Government Actuary's Department, Finlaison House, 15-17 Furnival Street",City of London,Cities of London and Westminster,313ed77bd148fc350a7d0b325f3266347a4a75809dda2ee586a7253ece1896be
8103220121109011142,,Field House,15-25 Bream's Buildings,EC4A 1DZ,439288530000,142,,,F,323,72,0,General Office,2012-08-01,E09000001,E14000639,Greater London Authority,2012-11-09,General Office,Natural Gas,,,,3464,107,115,169,106,0,0,,,,,,,Yes,,2,5,Mixed-mode with Mechanical Ventilation,C1;,"Field House, 15-25 Bream's Buildings",City of London,Cities of London and Westminster,e12272f63c235185aa76f4ea36a602f021e2929e6fedeb53bb138c1e0e06042c
6317420110114050117,,"83-86, Farringdon Street",,EC4A 4BL,529961950000,125,128,127,E,96,51,0,General Office,2011-01-14,E09000001,E14000639,Greater London Authority,2011-01-14,General Office,Natural Gas,,,,1390,188,131,126,107,0,0,89,86,44,59,0,0,Yes,,2,5,Mixed-mode with Mechanical Ventilation,C1;,"83-86, Farringdon Street",City of London,Cities of London and Westminster,3a203313c3b6f71bf36cc742a3a1f059b95aaec9ad9dcb6b41096a11acbab6b5
45598720101220021248,59 BARTS CLOSE,Barts and The London NHS Trust,St. Bartholomew's Hospital,EC1A 7BE,558220410020,176,,,G,386,673,0,Hospital - Clinical And Research,2010-09-22,E09000001,E14000639,Greater London Authority,2010-12-20,Hospital - Clinical And Research,Natural Gas,,,,4616.32,751,417,152,90,0,0,,,,,,,Yes,,2,5,Mixed-mode with Natural Ventilation,S6;,"59 BARTS CLOSE, Barts and The London NHS Trust, St. Bartholomew's Hospital",City of London,Cities of London and Westminster,a7d1f34cf5208aa82e88a906723d8e59af43b45a2ae55024ec827dc436dd904f
45598720121003101059,59 BARTS CLOSE,Barts and The London NHS Trust,St. Bartholomew's Hospital,EC1A 7BE,558220410020,52,55,,C,222,89,0,Hospital - Clinical And Research,2012-09-11,E09000001,E14000639,Greater London Authority,2012-10-03,Hospital - Clinical And Research,Natural Gas,,,,4801.43,96,384,84,90,0,0,231,,94,,0,,No,,,4,Mixed-mode with Natural Ventilation,S6;,"59 BARTS CLOSE, Barts and The London NHS Trust, St. Bartholomew's Hospital",City of London,Cities of London and Westminster,f0b09031e6c97dc05bbb33c9f8026a86379d1ca2a494343ebd087754f3213524
45598720140411070446,59 BARTS CLOSE,Barts and The London NHS Trust,St. Bartholomew's Hospital,EC1A 7BE,558220410020,56,52,55,C,236,125,0,Hospital - Clinical And Research,2013-11-12,E09000001,E14000639,Greater London Authority,2014-04-11,Hospital - Clinical And Research,Natural Gas,,,,4775.2,135,435,90,90,0,0,222,231,89,94,0,0,Yes,646,,1,Heating and Natural Ventilation,S6;,"59 BARTS CLOSE, Barts and The London NHS Trust, St. Bartholomew's Hospital",City of London,Cities of London and Westminster,d63f0babb7e5bf860da05753b24214651bfd41aeaab9bcb0e4e59d66c7a8c8ed
46810420111214081255,ROLLS COURTS,"110, Fetter Lane",,EC4A 1ES,681375370003,0,,,A,0,0,,General Office,2011-12-13,E09000001,E14000639,Greater London Authority,2011-12-14,General Office,Natural Gas,,,,14785.057,0,0,0,0,0,0,,,,,,,No,,,4,Air Conditioning,C1;,"ROLLS COURTS, 110, Fetter Lane",City of London,Cities of London and Westminster,79bb124ad503aafb4dda299ace11f958e4be1620f0495484068dd7f23601fdba
38743120131125111134,,Barbican Estate Office,"3 Barbican, Lauderdale Place",EC2Y 8EN,158893620000,83,77,83,D,39,40,0,General Office,2013-10-01,E09000001,E14000639,Greater London Authority,2013-11-25,General Office,Natural Gas,,,,1251,164,124,57,95,0,0,42,44,29,34,0,0,No,,,4,Heating and Natural Ventilation,C1;,"Barbican Estate Office, 3 Barbican, Lauderdale Place",City of London,Cities of London and Westminster,86067f6cbd02194ce904f51e9f99ae2f2c096f3188e0b648738906aa71a8690f
38743120150306020358,,Barbican Estate Office,"3 Barbican, Lauderdale Place",EC2Y 8EN,158893620000,73,83,77,C,39,27,0,General Office,2015-01-28,E09000001,E14000639,Greater London Authority,2015-03-06,General Office,Natural Gas,,,,1251,111,105,57,95,0,0,39,42,40,29,0,0,No,,,4,Heating and Natural Ventilation,C1;,"Barbican Estate Office, 3 Barbican, Lauderdale Place",City of London,Cities of London and Westminster,e2aced4335e14dd44e971763c53596d1b63af08e4f9e7552314b82e5d7eab425
71635920141127031122,,Magistrates Court,1 Queen Victoria Street,EC4N 4YA,225696110000,190,80,,G,181,52,0,General Office,2014-11-19,E09000001,E14000639,Greater London Authority,2014-11-27,General Office,Natural Gas,,,,1686,158,105,195,95,0,0,197,,46,,0,,Yes,175,,1,Air Conditioning,C1;,"Magistrates Court, 1 Queen Victoria Street",City of London,Cities of London and Westminster,c15b300241f0bdc79eea16a3a483b45fe45e9bbdc8cd7d3ba5b0ac2a97195300
55900620111118121121,51-53 BARTS CLOSE ST BARTHOLOMEW'S HOSPITAL,Barts and The London NHS Trust,St. Bartholomew's Hospital,EC1A 7BE,558220410025,37,,,B,56,23,0,Hospital - Clinical And Research,2011-11-18,E09000001,E14000639,Greater London Authority,2011-11-18,Hospital - Clinical And Research,Natural Gas,,,,1680.95,,,,,,,,,,,,,No,,,4,Mixed-mode with Natural Ventilation,S6;,"51-53 BARTS CLOSE ST BARTHOLOMEW'S HOSPITAL, Barts and The London NHS Trust, St. Bartholomew's Hospital",City of London,Cities of London and Westminster,5cf86c2884dd00f425d9fc4e41748331ee506d9e17bd83c8954e0b058676b49e
56729220111118121109,OUTPATIENTS ST. BARTHOLOMEW'S HOSPITAL,Barts and The London NHS Trust,St. Bartholomew's Hospital,EC1A 7BE,558220410027,101,,,E,634,391,0,Hospital - Clinical And Research,2011-11-18,E09000001,E14000639,Greater London Authority,2011-11-18,Hospital - Clinical And Research,Natural Gas,,,,7887,248,407,146,90,0,0,,,,,,,No,,,4,Mixed-mode with Natural Ventilation,S6;,"OUTPATIENTS ST. BARTHOLOMEW'S HOSPITAL, Barts and The London NHS Trust, St. Bartholomew's Hospital",City of London,Cities of London and Westminster,d94abc00e215246697edf2cd721f1395ad98a22262a0863876e50416517fafa7
50285720151013081028,KENTON & LUCAS BLOCK,Barts and The London NHS Trust,St. Bartholomew's Hospital,EC1A 7BE,558220410022,251,429,318,G,936,240,0,Hospital - Clinical And Research,2013-11-10,E09000001,E14000639,Greater London Authority,2015-10-13,Hospital - Clinical And Research,Natural Gas,,,,3766,328,386,452,90,0,0,1797,1407,156,196,0,0,No,,,4,Heating and Mechanical Ventilation,S6;,"KENTON & LUCAS BLOCK, Barts and The London NHS Trust, St. Bartholomew's Hospital",City of London,Cities of London and Westminster,06fefaf96e7b97277360482da6b7130c9acd632cd20500476f120304f7d86fd3
50285820141010031038,NEW HOSPITAL,Barts and The London NHS Trust,St. Bartholomew's Hospital,EC1A 7BE,558220410023,167,155,186,G,3643,1301,0,Hospital - Clinical And Research,2013-11-11,E09000001,E14000639,Greater London Authority,2014-10-10,Hospital - Clinical And Research,Natural Gas,,,,24416,275,368,271,90,0,0,3423,4108,1392,1250,0,0,Yes,,3,4,Air Conditioning,S6;,"NEW HOSPITAL, Barts and The London NHS Trust, St. Bartholomew's Hospital",City of London,Cities of London and Westminster,3a4f9c7043a5c141cf93525d8682c950984576339c2d729afbcbce49cab8c177
50285820151013081028,NEW HOSPITAL,Barts and The London NHS Trust,St. Bartholomew's Hospital,EC1A 7BE,558220410023,193,167,155,G,7511,3204,0,Hospital - Clinical And Research,2015-10-05,E09000001,E14000639,Greater London Authority,2015-10-13,Hospital - Clinical And Research,Natural Gas,,,,44691,370,386,306,90,0,0,3643,3423,1301,1392,0,0,Yes,,3,4,Air Conditioning,S6;,"NEW HOSPITAL, Barts and The London NHS Trust, St. Bartholomew's Hospital",City of London,Cities of London and Westminster,6e2d5e135497885f3f5b1ee0de1c1ebccd1f9e87b3f54d8996402931817c46a8
84510020160506110547,MILTON COURT,Guildhall School of Music & Drama,"Barbican, Silk Street",EC2Y 8DT,743783190001,101,,,E,869,396,0,University Campus,2015-02-17,E09000001,E14000639,Greater London Authority,2016-05-06,University Campus,District Heating,,,,14718,117,210,107,80,0,0,,,,,,,Yes,,2,5,Heating and Mechanical Ventilation,S4;,"MILTON COURT, Guildhall School of Music & Drama, Barbican, Silk Street",City of London,Cities of London and Westminster,58f2f5e3d84d8817c561449cba96e5ed6dc7bca6da687194e5beecdbea234d21
87996920150527040546,,R B C Investor Services,"Riverbank House, 2 Swan Lane",EC4R 3AF,501670860000,341,,,G,3585,477,0,General Office,2014-03-12,E09000001,E14000639,Greater London Authority,2015-05-27,General Office,Natural Gas,,,,15715,156,121,415,95,0,0,,,,,,,Yes,,3,5,Air Conditioning,C1;,"R B C Investor Services, Riverbank House, 2 Swan Lane",City of London,Cities of London and Westminster,d5962346f9ce963a7870fbe9b65974ec9744a0e3502cd579cb9a98ffbf7dd8c8
106663220151112111118,,Munich Re UK Services Ltd,Plantation Place,EC3M 3AJ,656753860000,225,,,G,740,59,0,General Office,2015-11-05,E09000001,E14000639,Greater London Authority,2015-11-12,General Office,Natural Gas,,,,4923,62,103,273,95,0,0,,,,,,,Yes,,3,5,Heating and Mechanical Ventilation,C1;,"Munich Re UK Services Ltd, Plantation Place",City of London,Cities of London and Westminster,2da1c15e621708c2a7b0f892096ab9dfa2d191bfac1fbf8cb6e740e00e379430
108598120160113090137,FXCM LTD - 8TH FLOOR,The Northern & Shell Building,10 Lower Thames Street,EC3R 6AD,817196490002,219,,,G,166,0,0,General Office,2015-12-02,E09000001,E14000639,Greater London Authority,2016-01-13,General Office,Grid Supplied Electricity,,,,1030,0,110,293,95,0,0,,,,,,,Yes,,2,5,Heating and Mechanical Ventilation,C1;,"FXCM LTD - 8TH FLOOR, The Northern & Shell Building, 10 Lower Thames Street",City of London,Cities of London and Westminster,db674a541c614affd31db72ec3c7978820f08ed51aad6c9e14a3edce27e6ef66
111155820160331110350,POULTRY MARKET,Smithfield's Markets,225 Central Markets,EC1A 9LH,343334530001,91,,,D,555,48,0,General Office; General Retail,2016-03-02,E09000001,E14000639,Greater London Authority,2016-03-31,General Retail,Natural Gas,,,,7593.94,33,3,133,158,0,0,,,,,,,No,,,4,Heating and Natural Ventilation,C1; C3;,"POULTRY MARKET, Smithfield's Markets, 225 Central Markets",City of London,Cities of London and Westminster,6c35680d1f1a5699a4cae574d8f5fc72085b2711e80735bdffe817aa65cf3793
